*Nodes
0,0,0
0.0025,0.00433012701892219,0
0,0.00866025403784439,0
0.0025,0.0129903810567666,0
0,0.0173205080756888,0
0.0025,0.021650635094611,0
0.005,0,0
0.0075,0.00433012701892219,0
0.005,0.00866025403784439,0
0.0075,0.0129903810567666,0
0.005,0.0173205080756888,0
0.0075,0.021650635094611,0
0.01,0,0
0.0125,0.00433012701892219,0
0.01,0.00866025403784439,0
0.0125,0.0129903810567666,0
0.01,0.0173205080756888,0
0.0125,0.021650635094611,0
0.015,0,0
0.0175,0.00433012701892219,0
0.015,0.00866025403784439,0
0.0175,0.0129903810567666,0
0.015,0.0173205080756888,0
0.0175,0.021650635094611,0
0.02,0,0
0.0225,0.00433012701892219,0
0.02,0.00866025403784439,0
0.0225,0.0129903810567666,0
0.02,0.0173205080756888,0
0.0225,0.021650635094611,0
0.025,0,0
0.0275,0.00433012701892219,0
0.025,0.00866025403784439,0
0.0275,0.0129903810567666,0
0.025,0.0173205080756888,0
0.0275,0.021650635094611,0
0.03,0,0
0.0325,0.00433012701892219,0
0.03,0.00866025403784439,0
0.0325,0.0129903810567666,0
0.03,0.0173205080756888,0
0.0325,0.021650635094611,0
0.035,0,0
0.0375,0.00433012701892219,0
0.035,0.00866025403784439,0
0.0375,0.0129903810567666,0
0.035,0.0173205080756888,0
0.0375,0.021650635094611,0
0.04,0,0
0.0425,0.00433012701892219,0
0.04,0.00866025403784439,0
0.0425,0.0129903810567666,0
0.04,0.0173205080756888,0
0.0425,0.021650635094611,0
0.045,0,0
0.0475,0.00433012701892219,0
0.045,0.00866025403784439,0
0.0475,0.0129903810567666,0
0.045,0.0173205080756888,0
0.0475,0.021650635094611,0
0.05,0,0
0.0525,0.00433012701892219,0
0.05,0.00866025403784439,0
0.0525,0.0129903810567666,0
0.05,0.0173205080756888,0
0.0525,0.021650635094611,0
0.055,0,0
0.0575,0.00433012701892219,0
0.055,0.00866025403784439,0
0.0575,0.0129903810567666,0
0.055,0.0173205080756888,0
0.0575,0.021650635094611,0
0.06,0,0
0.0625,0.00433012701892219,0
0.06,0.00866025403784439,0
0.0625,0.0129903810567666,0
0.06,0.0173205080756888,0
0.0625,0.021650635094611,0
0.065,0,0
0.0675,0.00433012701892219,0
0.065,0.00866025403784439,0
0.0675,0.0129903810567666,0
0.065,0.0173205080756888,0
0.0675,0.021650635094611,0
0.07,0,0
0.0725,0.00433012701892219,0
0.07,0.00866025403784439,0
0.0725,0.0129903810567666,0
0.07,0.0173205080756888,0
0.0725,0.021650635094611,0
0.075,0,0
0.0775,0.00433012701892219,0
0.075,0.00866025403784439,0
0.0775,0.0129903810567666,0
0.075,0.0173205080756888,0
0.0775,0.021650635094611,0
0.08,0,0
0.0825,0.00433012701892219,0
0.08,0.00866025403784439,0
0.0825,0.0129903810567666,0
0.08,0.0173205080756888,0
0.0825,0.021650635094611,0
0.085,0,0
0.0875,0.00433012701892219,0
0.085,0.00866025403784439,0
0.0875,0.0129903810567666,0
0.085,0.0173205080756888,0
0.0875,0.021650635094611,0
0.09,0,0
0.0925,0.00433012701892219,0
0.09,0.00866025403784439,0
0.0925,0.0129903810567666,0
0.09,0.0173205080756888,0
0.0925,0.021650635094611,0
0.095,0,0
0.0975,0.00433012701892219,0
0.095,0.00866025403784439,0
0.0975,0.0129903810567666,0
0.095,0.0173205080756888,0
0.0975,0.021650635094611,0
0.1,0,0
0.1,0.00866025403784439,0
0.1,0.0173205080756888,0
*Triangles
28,22,27
20,14,19
15,8,14
22,21,27
28,27,33
26,25,31
75,76,70
